year,season,researcher,lakename,lakeregloc,lakecountry,lakearea,lakemeandepth,lakemaxdepth,lakeelevation,watershedarea,h2oresidence,lakefetch,stationdistance,stationdepth,stationname,poolstation,stationlat,stationlong,multiplestations,startday,startmonth,startyear,endday,endmonth,endyear,iceduration,periodn,samplenarrat,sampletype,photicdepth,sampledepth,icedepth,snowdepth,icenarrat,sidata,fadata,gutdata,foodwebnarrat,watertemp,airtemp,averadiation,cvradiation,avesecchidepth,cvsecchidepth,avetotphos,cvtotphos,maxtotphos,avetotdissphos,cvtotdissphos,maxtotdissphos,avetotnitro,cvtotnitro,maxtotnitro,avetotdissnitro,cvtotdissnitro,maxtotdissnitro,avetotdoc,cvtotdoc,maxtotdoc,avesuva,cvsuva,maxsuva,avecolor,cvcolor,maxcolor,avechla,cvchla,maxchla,waterchemnarrat,profiles,avephytoppr,maxphytoppr,phytopprunit,phytopprnarrat,phytomethod,avephytomass,cvphytomass,maxphytomass,avephytocount,cvphytocount,maxphytocount,propchloro,propcrypto,propcyano,propdiatom,propdino,propotherphyto,aveciliamass,cvciliamass,maxciliamass,aveciliacount,cvciliacount,maxciliacount,avehnfmass,cvhnfmass,maxhnfmass,avehnfcount,cvhnfcount,maxhnfcount,zoopmethod,avezoopmass,cvzoopmass,maxzoopmass,avezoopcount,cvzoopcount,maxzoopcount,propdaphnia,propothercladoc,propcyclopoid,propcalanoid,proprotifer,propotherzoop,avebactcount,cvbactcount,maxbactcount,avebactprod,cvbactprod,maxbactprod,bactprodunit,bactprodmethod,bactcompnarrat,bensubstrate,avebenalgalmass,cvbenalgalmass,maxbenalgalmass,avebenchla,cvbenchla,maxbenchla,macrophytemass,benamphdens,bengastrodens,benbivalvedens,beninsectdens,benoligodens,fishnarrat
1981,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1981,15,Sep,1981,NA,10,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,11.66666667,0.419912527,20,NA,NA,NA,650.3333333,0.211284606,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8775,0.594739154,2.16,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1982,28,Feb,1982,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,17.4,0.228443758,24,NA,NA,NA,811,0.152269902,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.458,0.239669983,1.89,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1982,15,Sep,1982,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,11.27272727,0.390908651,18,NA,NA,NA,898.4,0.258619979,1163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.46243159,1.89,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1984,28,Feb,1984,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,20.2,0.872608135,49,NA,NA,NA,734.2,0.460593046,1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.484,0.471606373,4.32,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1984,15,Sep,1984,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,16.1,0.667970639,45,NA,NA,NA,733,0.295137305,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.344090909,0.864746506,7.83,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1985,28,Feb,1985,NA,6,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9.8,0.232688862,13,NA,NA,NA,872.4,0.164993427,1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.18973666,1.2,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1985,15,Sep,1985,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,16.36363636,0.342737707,27,NA,NA,NA,713.6363636,0.138757637,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.463636364,0.625648077,3.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1986,28,Feb,1986,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,16,0.708486503,36,NA,NA,NA,936,0.264797822,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.444191668,1.5,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1986,15,Sep,1986,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9.8,0.329071745,15,NA,NA,NA,505.4545455,0.183761555,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481818182,0.53378464,3,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1987,28,Feb,1987,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,16.2,1.254772933,52,NA,NA,NA,690.8,0.1845293,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.360801212,1.7,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1987,15,Sep,1987,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,17.81818182,1.010459152,55,NA,NA,NA,599.7222222,0.401037864,1204.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.788458412,5.9,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1988,28,Feb,1988,NA,6,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,6,0.408248291,9,NA,NA,NA,594.0833333,0.159048924,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,0.502389128,3.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1988,15,Sep,1988,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,7.545454546,0.750555028,20,NA,NA,NA,578.1818182,0.27910488,965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.290909091,0.740957524,3,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1989,28,Feb,1989,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9.8,0.501974444,18,NA,NA,NA,681,0.223447387,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.353553391,4,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1989,15,Sep,1989,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,6.363636364,0.423252711,11,NA,NA,NA,531.4545455,0.14953055,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.254545455,0.712381866,3.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1990,28,Feb,1990,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,16.2,0.266935164,22,NA,NA,NA,945,0.255999374,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,0.432415854,6.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1990,15,Sep,1990,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,7.181818182,0.606354218,18,NA,NA,NA,563.6363636,0.125960927,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.854545455,0.566748078,3.8,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1991,28,Feb,1991,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,8.2,0.624218726,17,NA,NA,NA,654,0.077099708,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,0.263066821,3.2,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1991,15,Sep,1991,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,5.636363636,0.477865964,11,NA,NA,NA,492.7272727,0.073507258,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.347554683,1.5,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1992,28,Feb,1992,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9.4,0.746957008,21,NA,NA,NA,613,0.135335782,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,0.128614824,2.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1992,15,Sep,1992,NA,3,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,4,0.661437828,7,NA,NA,NA,643.3333333,0.380776141,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333,0.390312375,0.7,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1993,28,Feb,1993,NA,3,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9.666666667,0.260339119,12,NA,NA,NA,813.3333333,0.145650456,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566666667,0.509426708,0.9,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1993,15,Sep,1993,NA,4,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,7,0.547101204,12,NA,NA,NA,492.5,0.077094997,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.335068316,3.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1994,28,Feb,1994,NA,1,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,685,NA,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,1.1,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1994,15,Sep,1994,NA,4,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,5,0.952190457,12,NA,NA,NA,530,0.189307131,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.286887655,0.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1995,28,Feb,1995,NA,1,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,10,NA,10,NA,NA,NA,1560,NA,1560,NA,NA,NA,1.9,NA,1.9,NA,NA,NA,NA,NA,NA,0.33,NA,0.33,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
