lakeid,year4,sampledate,depth_range_m,rep,tri_chl_spec,mono_chl_spec,phaeo_spec,uncorrect_chl_fluor,correct_chl_fluor,phaeo_fluor,flag_spec,flag_fluor
WI,2008,9/8/2008,1,1,,,,12.4,10.5,4,,D
WI,2008,9/8/2008,2,1,,,,14.4,12.1,4.9,,D
WI,2008,9/8/2008,0-2,1,8.8,9.3,-1.4,12.4,10.7,3.7,J,D
WI,2008,9/8/2008,0-2,2,8.5,11.7,-6,8.9,7.6,2.9,J,D
FI,2008,9/9/2008,0,1,,,,26.3,20.2,13,,D
FI,2008,9/9/2008,2,1,,,,12.7,10,5.7,,D
FI,2008,9/9/2008,4,1,,,,19.5,14.9,9.7,,D
FI,2008,9/9/2008,6,1,,,,4.4,-0.3,9.9,,D
FI,2008,9/9/2008,7,1,,,,5.2,-4,19.4,,D
FI,2008,9/9/2008,0-2,1,11.8,12.2,-1.2,21.4,17.1,9.1,J,D
FI,2008,9/9/2008,0-2,2,19.3,20.6,-3.3,12.8,9.9,6.2,J,D
ME,2008,9/29/2008,0-2,1,2.7,2,1.1,9.1,7.7,3,JK,D
ME,2008,9/29/2008,0-2,2,3.1,2.3,1.2,7.1,6.1,2.1,JK,D
ME,2008,9/29/2008,0-8,1,2.7,0.1,4.3,10.4,8.9,3.3,JK,D
MO,2008,9/29/2008,0-2,1,3,1.7,1.9,12.3,10.3,4.1,J,D
MO,2008,9/29/2008,0-2,2,4.9,3.3,2.4,14.1,7.8,13.3,J,D
MO,2008,9/29/2008,0-8,1,2.1,1.4,1.2,23.4,16.3,14.9,J,D
WI,2008,10/6/2008,0-2,1,2.2,1.7,0.7,6.5,5.2,2.6,J,D
WI,2008,10/6/2008,0-2,2,2.1,1.5,1,7.3,6,2.9,J,D
FI,2008,10/10/2008,0-2,1,13.4,10.9,3.9,9.1,7,4.3,J,D
FI,2008,10/10/2008,0-2,2,11.4,8.6,4.4,15,12.4,5.4,J,D
ME,2008,10/29/2008,0-2,1,0.5,0.1,0.7,1.7,1.3,1,J,D
ME,2008,10/29/2008,0-2,2,0.6,0.2,0.6,2.1,1.6,1.2,J,D
ME,2008,10/29/2008,0-8,1,0.3,0.1,0.4,1.4,1,0.8,J,D
MO,2008,10/31/2008,0-2,1,6,4.1,3.1,11.5,9.2,4.9,J,D
MO,2008,10/31/2008,0-2,2,,,,13.4,10.8,5.4,,D
MO,2008,10/31/2008,0-8,1,4.2,2.2,3.4,8.1,5.8,4.7,J,D
WI,2008,11/3/2008,0-2,1,6.7,5.3,2.2,8.9,7.4,3.2,J,D
WI,2008,11/3/2008,0-2,2,5.7,4.5,1.7,11.1,8.9,4.6,J,D
FI,2008,11/10/2008,0,1,,,,8.8,6.3,5.3,,D
FI,2008,11/10/2008,2,1,,,,11.2,8.2,6.4,,D
FI,2008,11/10/2008,4,1,,,,12,8.8,6.8,,D
FI,2008,11/10/2008,6,1,,,,6.9,4.5,5.2,,D
FI,2008,11/10/2008,8,1,,,,8.8,6.6,4.6,,D
FI,2008,11/10/2008,10,1,,,,9,6,6.4,,D
FI,2008,11/10/2008,12,1,,,,6.7,4.6,4.3,,D
FI,2008,11/10/2008,0-2,1,5.5,3.5,3.2,8,5.4,5.6,J,D
FI,2008,11/10/2008,0-2,2,4.6,2.8,3,8.9,6.6,4.9,J,D
ME,2009,1/21/2009,0-2,1,0.3,0,0.6,1,0.8,0.4,J,D
ME,2009,1/21/2009,0-2,2,0.8,0.1,1.1,1.1,0.9,0.4,J,D
ME,2009,1/21/2009,0-8,1,0.6,0.5,0.1,0.8,0.6,0.4,J,D
FI,2009,1/23/2009,0-2,1,1.2,0.8,0.6,1.5,1.1,0.9,J,D
FI,2009,1/23/2009,0-2,2,1.3,0.9,0.6,1,0.7,0.6,J,D
MO,2009,2/5/2009,0-2,1,0.9,0.7,0.3,1.7,1.3,0.8,J,D
MO,2009,2/5/2009,0-2,2,0.9,0.8,0.1,1.2,0.9,0.6,J,D
MO,2009,2/5/2009,0-8,1,0.2,0.1,0.3,0.4,0.3,0.3,J,D
WI,2009,2/16/2009,0-2,1,5.5,4.5,1.4,9.3,7.3,4.3,J,D
WI,2009,2/16/2009,0-2,2,8.7,7.6,1.5,15,12.3,5.7,J,D
WI,2009,4/13/2009,0-2,1,2.8,2.4,0.5,10,8,4.2,J,D
WI,2009,4/13/2009,0-2,2,8.4,6.7,2.6,13.1,10.9,4.7,J,D
ME,2009,4/15/2009,0-2,1,5.4,4.3,1.6,8.2,5.4,6,J,D
ME,2009,4/15/2009,0-2,2,6.6,5.4,1.6,8.4,6.6,3.7,J,D
ME,2009,4/15/2009,0-8,1,6.2,5.1,1.6,8.9,6.2,5.8,J,D
MO,2009,4/17/2009,0-2,1,27.5,22.7,6.4,37.9,7.7,64,J,D
MO,2009,4/17/2009,0-2,2,27.5,20.7,10.1,58.1,12.6,96.5,J,D
MO,2009,4/17/2009,0-8,1,22.4,14.5,12.2,29.3,22,15.4,J,D
FI,2009,4/22/2009,0-2,1,5.2,3.6,2.4,6.2,4.8,2.8,J,D
FI,2009,4/22/2009,0-2,2,5,3.4,2.5,7.1,5.5,3.4,J,D
ME,2009,4/27/2009,0-2,1,7.6,4.8,4.3,10.6,6.5,8.7,J,D
ME,2009,4/27/2009,0-2,2,7.8,4.6,4.8,10.7,7.3,7.2,J,D
ME,2009,4/27/2009,0-8,1,9.6,5.6,6.2,8.6,5.7,6.1,J,D
MO,2009,4/29/2009,0-2,1,9.9,5.6,6.7,16.3,9.7,13.9,J,D
MO,2009,4/29/2009,0-2,2,11.1,6.1,7.9,14.6,10.2,9.5,J,D
MO,2009,4/29/2009,0-8,1,11.1,6.7,7,15,8.1,14.8,J,D
WI,2009,4/29/2009,0-2,1,5.6,3.9,2.5,8.6,6.5,4.5,J,D
WI,2009,4/29/2009,0-2,2,5,3.6,2.2,8.4,6.1,4.7,J,D
FI,2009,5/4/2009,0-2,1,2.2,1.6,0.9,3.3,2.6,1.5,J,D
FI,2009,5/4/2009,0-2,2,2.8,2.3,0.7,3.9,3.3,1.3,J,D
ME,2009,5/11/2009,0-2,1,4.4,3.9,0.7,4.8,3.9,2,J,D
ME,2009,5/11/2009,0-2,2,0.9,-3.6,7.7,4.3,3.4,1.9,J,D
ME,2009,5/11/2009,0-8,1,2.3,1.9,0.7,2.5,2,1.1,J,D
MO,2009,5/11/2009,0-2,1,0.6,0.4,0.3,0.4,0.3,0.2,J,D
MO,2009,5/11/2009,0-2,2,0.4,0.3,0.1,0.5,0.4,0.2,J,D
MO,2009,5/11/2009,0-8,1,0.3,0.2,0.1,0.4,0.3,0.2,J,D
WI,2009,5/12/2009,0-2,1,2,2,0,3.2,2.6,1.3,J,D
WI,2009,5/12/2009,0-2,2,1.7,1.6,0.1,4.2,3.3,1.9,J,D
WI,2009,5/27/2009,0-2,1,3.5,2.4,1.7,5.4,3.8,3.4,J,D
WI,2009,5/27/2009,0-2,2,3.2,2.1,1.7,7.1,5.2,4.1,J,D
ME,2009,5/28/2009,0-2,1,1.5,1.1,0.7,1.5,1.1,0.9,J,D
ME,2009,5/28/2009,0-2,2,1,0.8,0.3,1.6,1.2,0.8,J,D
ME,2009,5/28/2009,0-8,1,1,0.8,0.3,1.8,1.3,1,J,D
MO,2009,5/28/2009,0-2,1,1,0.8,0.2,1.5,1.1,0.7,J,D
MO,2009,5/28/2009,0-2,2,1.2,1,0.2,1.7,1.3,0.8,J,D
MO,2009,5/28/2009,0-8,1,1,0.9,0.2,1.9,1.6,0.8,J,D
ME,2009,6/9/2009,0,1,,,,1.7,1.4,0.7,,D
ME,2009,6/9/2009,2,1,,,,1.3,1,0.7,,D
ME,2009,6/9/2009,4,1,,,,2.2,1.9,0.6,,D
ME,2009,6/9/2009,6,1,,,,2.6,2.2,0.9,,D
ME,2009,6/9/2009,8,1,,,,1.5,1.1,0.7,,D
ME,2009,6/9/2009,10,1,,,,0.8,0.6,0.4,,D
ME,2009,6/9/2009,12,1,,,,0.5,0.3,0.3,,D
ME,2009,6/9/2009,0-2,1,1,0.9,0.2,1.6,1.2,0.8,J,D
ME,2009,6/9/2009,0-2,2,0.9,0.8,0.2,1.4,1.1,0.7,J,D
ME,2009,6/9/2009,0-8,1,1,0.8,0.2,1.5,1.2,0.7,J,D
MO,2009,6/10/2009,0,1,,,,11.2,10.1,2.3,,D
MO,2009,6/10/2009,2,1,,,,7.6,6.7,1.8,,D
MO,2009,6/10/2009,4,1,,,,4.2,3.6,1.1,,D
MO,2009,6/10/2009,6,1,,,,1.3,1,0.6,,D
MO,2009,6/10/2009,8,1,,,,0.8,0.6,0.4,,D
MO,2009,6/10/2009,10,1,,,,0.8,0.6,0.4,,D
MO,2009,6/10/2009,12,1,,,,0.3,0.2,0.4,,D
MO,2009,6/10/2009,0-2,1,7.6,6.9,0.7,4.3,0.2,8.6,J,D
MO,2009,6/10/2009,0-2,2,5.6,5.1,0.5,6.8,5.5,2.7,J,D
MO,2009,6/10/2009,0-8,1,2.3,2,0.3,3.9,3.4,1.2,J,D
WI,2009,6/11/2009,0,1,,,,12.7,10.5,4.7,,D
WI,2009,6/11/2009,1,1,,,,14.3,12.2,4.3,,D
WI,2009,6/11/2009,2,1,,,,11.6,9.4,4.6,,D
WI,2009,6/11/2009,0-2,1,8.6,7.4,1.7,11.4,9.7,3.7,J,D
WI,2009,6/11/2009,0-2,2,7.5,6.3,1.7,7.4,6,2.9,J,D
FI,2009,6/15/2009,0,1,,,,2.7,2.3,0.8,,D
FI,2009,6/15/2009,2,1,,,,5.4,4.7,1.5,,D
FI,2009,6/15/2009,4,1,,,,31.5,4.4,57.4,,D
FI,2009,6/15/2009,6,1,,,,51.5,32.4,40.4,,D
FI,2009,6/15/2009,7,1,,,,11.7,8.8,6.2,,D
FI,2009,6/15/2009,8,1,,,,3.9,2.7,2.4,,D
FI,2009,6/15/2009,9,1,,,,3.4,2.2,2.7,,D
FI,2009,6/15/2009,10,1,,,,3.5,2.4,2.3,,D
FI,2009,6/15/2009,12,1,,,,1.7,1.1,1.2,,D
FI,2009,6/15/2009,0-2,1,2.2,2,0.3,3.2,2.7,1,J,D
FI,2009,6/15/2009,0-2,2,2.7,2.5,0.1,4.2,3.6,1.2,J,D
WI,2009,6/22/2009,0-2,1,5.5,4.6,1.3,15.2,12.8,5.2,J,D
WI,2009,6/22/2009,0-2,2,5,4.1,1.3,12.1,10,4.6,J,D
ME,2009,6/23/2009,0-2,1,1.9,1.7,0.3,2.7,2.2,0.9,J,D
ME,2009,6/23/2009,0-2,2,,,,3.9,3.3,1.3,,D
ME,2009,6/23/2009,0-8,1,1.9,1.7,0.3,2.3,1.8,1,J,D
MO,2009,6/23/2009,0-2,1,5.5,5.1,0.4,7.9,6.9,2.1,J,D
MO,2009,6/23/2009,0-2,2,3,2.8,0.1,4.8,4.2,1.5,J,D
MO,2009,6/23/2009,0-8,1,1.4,1.2,0.1,2.8,2.2,1.3,J,D
FI,2009,6/24/2009,0-2,1,3.6,3.2,0.4,2.2,1.9,0.6,J,D
FI,2009,6/24/2009,0-2,2,3.1,2.9,0.3,1.7,1.5,0.6,J,D
ME,2009,7/6/2009,2,1,,,,13.5,10,7.5,,D
ME,2009,7/6/2009,4,1,,,,9.7,5.1,9.8,,D
ME,2009,7/6/2009,6,1,,,,14.3,5.7,18.2,,D
ME,2009,7/6/2009,6,2,,,,4.3,3.7,1.2,,D
ME,2009,7/6/2009,8,1,,,,2.7,2.3,0.9,,D
ME,2009,7/6/2009,10,1,,,,1.7,1.4,0.6,,D
ME,2009,7/6/2009,12,1,,,,1.4,1.2,0.6,,D
ME,2009,7/6/2009,0-2,1,17.1,13,5.8,16.7,14,5.7,J,D
ME,2009,7/6/2009,0-2,2,11.6,-0.2,19.2,15.1,4.9,21.6,J,D
ME,2009,7/6/2009,0-8,1,10.2,9.5,0.4,12.4,11.3,2.4,J,D
WI,2009,7/7/2009,0,1,,,,11.6,10,3.4,,D
WI,2009,7/7/2009,1,1,,,,11.7,10.1,3.5,,D
WI,2009,7/7/2009,2,1,,,,12.9,11.3,3.3,,D
WI,2009,7/7/2009,0-2,1,2.3,1.7,0.8,11.7,9.8,4,J,D
WI,2009,7/7/2009,0-2,2,2.4,1.9,0.8,10.8,9.1,3.6,J,D
FI,2009,7/8/2009,0,1,,,,12.5,11.4,2.3,,D
FI,2009,7/8/2009,2,1,,,,13,11.4,3.4,,D
FI,2009,7/8/2009,4,1,,,,12.9,10.8,4.4,,D
FI,2009,7/8/2009,6,1,,,,3.3,2.3,2.2,,D
FI,2009,7/8/2009,7,1,,,,1.7,1.2,1.2,,D
FI,2009,7/8/2009,8,1,,,,2.1,1.4,1.5,,D
FI,2009,7/8/2009,0-2,1,4.5,3.8,0.9,13,11.4,3.5,J,D
FI,2009,7/8/2009,0-2,2,4.1,3.6,0.8,11,9.5,3.1,J,D
MO,2009,7/9/2009,0,1,,,,15.6,8.2,15.6,,D
MO,2009,7/9/2009,2,1,,,,18.3,10.3,17.1,,D
MO,2009,7/9/2009,4,1,,,,8.4,3.6,10,,D
MO,2009,7/9/2009,6,1,,,,2.9,2.1,1.6,,D
MO,2009,7/9/2009,8,1,,,,2.6,1.5,2.3,,D
MO,2009,7/9/2009,10,1,,,,1.8,0.7,2.3,,D
MO,2009,7/9/2009,12,1,,,,3.5,2.6,1.9,,D
MO,2009,7/9/2009,0-2,1,10.3,9.2,1.2,16.1,12.3,8.1,J,D
MO,2009,7/9/2009,0-2,2,8.6,7.5,1.2,11.6,10.4,2.3,J,D
MO,2009,7/9/2009,0-8,1,4.2,3.2,1.5,8.4,3.6,10.2,J,D
ME,2009,7/20/2009,0-2,1,26,24.1,1.3,47.4,31.3,34.1,J,D
ME,2009,7/20/2009,0-2,2,29.8,27.3,2.2,58,28.5,62.5,J,D
ME,2009,7/20/2009,0-8,1,13.4,12.8,0.1,14,9.4,9.9,J,D
MO,2009,7/20/2009,0-2,1,25.8,23.1,2.8,23.1,16.8,13.2,J,D
MO,2009,7/20/2009,0-2,2,22.8,20.3,2.6,43.3,7.1,76.7,J,D
MO,2009,7/20/2009,0-8,1,10.2,8.1,3,20.4,15.7,10,J,D
WI,2009,7/21/2009,0-2,1,5.3,3.9,2.1,13.4,11.3,4.5,J,D
WI,2009,7/21/2009,0-2,2,5,3.5,2.4,22,17.7,9,J,D
FI,2009,7/22/2009,0-2,1,8.8,7.6,1.5,14.3,12.5,3.7,J,D
FI,2009,7/22/2009,0-2,2,8.4,7.3,1.4,16.7,14.7,4.4,J,D
WI,2009,8/3/2009,0,1,,,,12.3,10.2,4.5,,D
WI,2009,8/3/2009,1,1,,,,16,14.4,3.4,,D
WI,2009,8/3/2009,2,1,,,,11.6,10,3.5,,D
WI,2009,8/3/2009,0-2,1,6.5,5.2,1.8,12.3,10,5,J,D
WI,2009,8/3/2009,0-2,2,6.1,4.8,1.9,12,10.1,4.1,J,D
MO,2009,8/4/2009,0,1,,,,18,11.8,13.2,,D
MO,2009,8/4/2009,2,1,,,,25.1,22.2,6.4,,D
MO,2009,8/4/2009,4,1,,,,21.3,11.4,20.9,,D
MO,2009,8/4/2009,6,1,,,,20.6,16.3,9.1,,D
MO,2009,8/4/2009,8,1,,,,7.1,5.5,3.4,,D
MO,2009,8/4/2009,0-2,1,14.8,0.2,23.8,20.2,11.6,18.3,J,D
MO,2009,8/4/2009,0-2,2,14.8,12.8,2.4,24.8,7.3,37.1,J,D
MO,2009,8/4/2009,0-8,1,12,10.5,1.6,22,12.3,20.5,J,D
ME,2009,8/5/2009,0,1,,,,37.1,24.5,26.7,,D
ME,2009,8/5/2009,2,1,,,,46.4,4,89.8,,D
ME,2009,8/5/2009,4,1,,,,33.9,25.3,18.3,,D
ME,2009,8/5/2009,6,1,,,,9.3,7.3,4.2,,D
ME,2009,8/5/2009,8,1,,,,9.5,7.2,5,,D
ME,2009,8/5/2009,10,1,,,,7.6,5.7,4.2,,D
ME,2009,8/5/2009,12,1,,,,4,0.6,7.2,,D
ME,2009,8/5/2009,0-2,1,31.2,24.6,9.1,28,16.3,24.7,J,D
ME,2009,8/5/2009,0-2,2,33.5,27.1,8.6,29.9,13.4,35.1,J,D
ME,2009,8/5/2009,0-8,1,19.3,15.9,4.6,24.1,8.6,32.9,J,D
FI,2009,8/6/2009,0,1,,,,15,13.8,2.6,,D
FI,2009,8/6/2009,2,1,,,,9.8,8.4,2.9,,D
FI,2009,8/6/2009,3,1,,,,28.2,25.1,6.6,,D
FI,2009,8/6/2009,4,1,,,,11.3,8.5,6,,D
FI,2009,8/6/2009,5,1,,,,11.6,10,3.5,,D
FI,2009,8/6/2009,6,1,,,,8.9,7.8,2.3,,D
FI,2009,8/6/2009,0-2,1,6.9,6.2,0.8,10.9,9.6,2.7,J,D
FI,2009,8/6/2009,0-2,2,10.7,10.2,0.1,14.7,12.6,4.4,J,D
WI,2009,8/17/2009,0-2,1,5.4,3.5,2.9,18.3,14.6,7.9,J,D
WI,2009,8/17/2009,0-2,2,5.8,4,2.9,13.2,9.5,7.9,J,D
FI,2009,8/18/2009,0-2,1,10.5,8.6,2.8,19,15.4,7.6,J,D
FI,2009,8/18/2009,0-2,2,10.2,0.4,16.2,19.9,16.6,6.9,J,D
ME,2009,8/19/2009,0-2,1,13.5,9.8,5.6,15.6,8.4,15.2,J,D
ME,2009,8/19/2009,0-2,2,12.6,9.4,4.7,22.6,12.6,21.3,J,D
ME,2009,8/19/2009,0-8,1,13.3,10.2,4.6,17.7,7.3,22.3,J,D
MO,2009,8/20/2009,0-2,1,10.3,8.3,2.9,20.8,13.1,16.5,J,D
MO,2009,8/20/2009,0-2,2,3.7,3,0.9,20.4,14.4,12.7,J,D
MO,2009,8/20/2009,0-8,1,9,6.9,3,22.9,12.9,21.1,J,D
WI,2009,8/31/2009,0,1,,,,8,6.3,3.7,,D
WI,2009,8/31/2009,1,1,,,,9.7,7.6,4.5,,D
WI,2009,8/31/2009,2,1,,,,9.4,7.5,4.2,,D
WI,2009,8/31/2009,0-2,1,5,3.7,1.8,9.4,7.2,4.6,J,D
WI,2009,8/31/2009,0-2,2,4,2.9,1.6,10.5,8.4,4.6,J,D
FI,2009,9/1/2009,0,1,,,,7,5.3,3.6,,D
FI,2009,9/1/2009,2,1,,,,15.7,6.4,19.6,,D
FI,2009,9/1/2009,4,1,,,,21.8,14.2,16.1,,D
FI,2009,9/1/2009,6,1,,,,8.9,7,4.1,,D
FI,2009,9/1/2009,7,1,,,,3.2,2.4,1.7,,D
FI,2009,9/1/2009,0-2,1,7,5.7,1.8,14,12.2,3.9,J,D
FI,2009,9/1/2009,0-2,2,6.1,5,1.6,11.1,9.4,3.6,J,D
ME,2009,9/2/2009,0,1,,,,18,13.9,8.7,,D
ME,2009,9/2/2009,2,1,,,,15.4,7.3,17.3,,D
ME,2009,9/2/2009,4,1,,,,21.4,9.8,24.5,,D
ME,2009,9/2/2009,6,1,,,,20.3,14.6,12.1,,D
ME,2009,9/2/2009,8,1,,,,20.3,15.6,9.9,,D
ME,2009,9/2/2009,10,1,,,,15.9,11.6,9.1,,D
ME,2009,9/2/2009,12,1,,,,12.7,8.9,8,,D
ME,2009,9/2/2009,0-2,1,12.6,8.5,6.4,23.8,8.9,31.7,J,D
ME,2009,9/2/2009,0-2,2,13.5,9.6,6,24.5,14.5,21.2,J,D
ME,2009,9/2/2009,0-8,1,11.1,7.6,5.4,24.7,16,18.5,J,D
MO,2009,9/4/2009,0,1,,,,17,14.9,4.3,,D
MO,2009,9/4/2009,2,1,,,,31.1,22.1,19.2,,D
MO,2009,9/4/2009,4,1,,,,15,12.3,5.9,,D
MO,2009,9/4/2009,6,1,,,,11.9,9.6,4.7,,D
MO,2009,9/4/2009,8,1,,,,7.3,5.7,3.4,,D
MO,2009,9/4/2009,10,1,,,,7.8,6.2,3.4,,D
MO,2009,9/4/2009,0-2,1,14.6,12.2,3.4,24,20.2,8.1,J,D
MO,2009,9/4/2009,0-2,2,13,10.7,3.4,21.1,18.6,5.3,J,D
MO,2009,9/4/2009,0-8,1,11,8.9,3,22.8,20.1,5.7,J,D
ME,2009,9/30/2009,0-2,1,3,1.3,2.7,6.8,4.2,5.6,J,D
ME,2009,9/30/2009,0-2,2,3.8,2,2.8,6.2,4.1,4.6,J,D
ME,2009,9/30/2009,0-8,1,2.7,0.9,2.8,7,4.7,5,J,D
MO,2009,9/30/2009,0-2,1,3.2,2.1,1.7,10.5,9.2,2.8,J,D
MO,2009,9/30/2009,0-2,2,1.9,0.9,1.6,15.1,12.6,5.4,J,D
MO,2009,9/30/2009,0-8,1,4.2,3.1,1.7,12.6,10.2,5.2,J,D
WI,2009,10/2/2009,0-2,1,7.2,5.4,2.6,10.1,8.3,3.8,J,D
WI,2009,10/2/2009,0-2,2,6.8,5.3,2.2,13.7,11.2,5.3,J,D
FI,2009,10/7/2009,0,1,,,,16.4,14.6,3.9,,D
FI,2009,10/7/2009,2,1,,,,11.6,10.2,2.9,,D
FI,2009,10/7/2009,4,1,,,,12.3,10.9,2.9,,D
FI,2009,10/7/2009,6,1,,,,13.9,12.1,3.8,,D
FI,2009,10/7/2009,8,1,,,,9.4,8.1,2.7,,D
FI,2009,10/7/2009,10,1,,,,8.8,7.4,2.9,,D
FI,2009,10/7/2009,0-2,1,6.2,5.1,1.5,8.1,6.9,2.5,J,D
FI,2009,10/7/2009,0-2,2,4.7,3.7,1.4,14.1,12.4,3.7,J,D
ME,2009,10/28/2009,0-2,1,2.2,1.6,0.8,4.1,3.3,1.6,J,D
ME,2009,10/28/2009,0-2,2,2,1.5,0.8,4.3,3.6,1.5,J,D
ME,2009,10/28/2009,0-8,1,1.9,1.4,0.8,3.4,2.7,1.4,J,D
MO,2009,10/30/2009,0-2,1,1.8,1,1.3,3.4,2.5,2,J,D
MO,2009,10/30/2009,0-2,2,1.6,0.7,1.5,,,,J,
MO,2009,10/30/2009,0-8,1,1.6,1,1,3.3,2.3,2,J,D
FI,2009,11/3/2009,2,1,,,,15.4,13.2,4.6,,D
FI,2009,11/3/2009,4,1,,,,14.1,11,6.7,,D
FI,2009,11/3/2009,6,1,,,,9.4,7.9,3.2,,D
FI,2009,11/3/2009,8,1,,,,15.1,13.1,4.1,,D
FI,2009,11/3/2009,10,1,,,,7.4,6.1,2.7,,D
FI,2009,11/3/2009,12,1,,,,13.3,11.4,3.9,,D
FI,2009,11/3/2009,0-2,1,5.9,4.6,1.9,10.8,9.2,3.2,J,D
FI,2009,11/3/2009,0-2,2,10.3,8.2,3,16.4,13.7,5.8,J,D
WI,2009,11/4/2009,0-2,1,15.4,10.6,7.4,20.7,17.5,6.8,J,D
WI,2009,11/4/2009,0-2,2,17.4,13.6,5.6,19.3,16,6.9,J,D
ME,2009,12/3/2009,0-2,1,1.1,0.7,0.6,1.7,1.2,1.1,J,D
ME,2009,12/3/2009,0-2,2,1.2,0.7,0.8,1.5,1.1,1,J,D
ME,2009,12/3/2009,0-8,1,1.1,0.7,0.8,1.7,1.1,1.3,J,D
MO,2009,12/4/2009,0-2,1,0.8,0.5,0.4,1.2,0,2.7,J,D
MO,2009,12/4/2009,0-2,2,,,,1.3,0.9,0.8,,D
MO,2009,12/4/2009,0-8,1,0.7,0.4,0.4,1.2,0.9,0.7,J,D
ME,2010,2/1/2010,0-2,1,2.1,1.8,0.3,3.5,3.1,1,J,D
ME,2010,2/1/2010,0-2,2,,,,3.9,3.4,1,,D
ME,2010,2/1/2010,0-8,1,2.3,2,0.4,3.3,2.9,0.9,J,D
MO,2010,2/3/2010,0-2,1,6.6,5.4,1.7,14.5,10.4,8.7,J,D
MO,2010,2/3/2010,0-2,2,,,,12.9,12,1.9,,D
MO,2010,2/3/2010,0-8,1,1.6,1.2,0.5,7.7,4.9,5.8,J,D
WI,2010,2/5/2010,0-2,1,11.3,9.7,2.1,20.3,17.3,6.3,J,D
WI,2010,2/5/2010,0-2,2,,,,17.6,15.4,4.8,,D
FI,2010,2/19/2010,0-2,1,11.4,9.6,2.3,43.4,41.7,3.7,J,D
FI,2010,2/19/2010,0-2,2,,,,31.4,30,3,,D
ME,2010,3/29/2010,0-2,1,32.8,28.6,5.1,56.2,53.5,5.8,J,D
ME,2010,3/29/2010,0-2,2,,,,64,60,8.5,,D
ME,2010,3/29/2010,0-8,1,33.5,27.9,7.4,54.9,50.9,8.5,J,D
WI,2010,3/30/2010,0-1,1,41.8,33.5,11.7,23.5,12.6,22.9,J,D
WI,2010,3/30/2010,0-2,1,5,4.1,1.4,8.7,7.1,3.4,J,D
WI,2010,3/30/2010,0-2,2,,,,9.5,8,3.3,,D
MO,2010,3/31/2010,0-2,1,26.7,20.3,9.3,40.3,35.3,10.6,J,D
MO,2010,3/31/2010,0-2,2,,,,46.4,40.8,11.9,,D
MO,2010,3/31/2010,0-8,1,24.7,18,9.9,46.7,41,12,J,D
FI,2010,4/1/2010,0-2,1,11.3,9.9,1.7,19.3,17,4.8,J,D
FI,2010,4/1/2010,0-2,2,,,,19.7,18.1,3.3,,D
MO,2010,4/12/2010,0-2,1,46.9,40.4,8.1,100.8,97.5,6.9,J,D
MO,2010,4/12/2010,0-2,2,,,,91.5,87.2,9.1,,D
MO,2010,4/12/2010,0-8,1,40.7,35.1,7.1,67.4,64.3,6.5,J,D
ME,2010,4/13/2010,0-2,1,21.1,18,4,40.2,37.7,5.2,J,D
ME,2010,4/13/2010,0-2,2,,,,41.5,38,7.4,,D
ME,2010,4/13/2010,0-8,1,17.9,15.4,3,29.4,27.8,3.4,J,D
WI,2010,4/14/2010,0-1,1,6.4,0,10,14.1,11.8,4.7,J,D
WI,2010,4/14/2010,0-2,1,8.7,6.7,3,17.5,15.2,4.9,J,D
WI,2010,4/14/2010,0-2,2,,,,16.5,14.1,5.1,,D
FI,2010,4/16/2010,0-2,1,9.7,8.3,1.6,14.3,9.5,10.3,J,D
FI,2010,4/16/2010,0-2,2,,,,14.9,13.3,3.4,,D
ME,2010,4/26/2010,0-2,1,19.1,11.4,11.9,28.4,24.2,9,J,D
ME,2010,4/26/2010,0-2,2,,,,15.7,6.4,19.7,,D
ME,2010,4/26/2010,0-8,1,21,15.1,8.7,21.2,10.6,22.5,J,D
MO,2010,4/27/2010,0-2,1,3.8,1.8,3.3,5,3.3,3.6,J,D
MO,2010,4/27/2010,0-2,2,,,,4.9,3.2,3.6,,D
MO,2010,4/27/2010,0-8,1,4,1.2,4.6,4.9,3,4,J,D
WI,2010,4/27/2010,0-1,1,8.1,5.9,3.5,12.8,10.9,4,J,D
WI,2010,4/27/2010,0-2,1,8.1,6.2,2.8,13.3,11.3,4.1,J,D
WI,2010,4/27/2010,0-2,2,,,,13.1,11.1,4.3,,D
FI,2010,4/29/2010,0-2,1,12.4,10.8,1.9,17.4,16.4,2.2,J,D
FI,2010,4/29/2010,0-2,2,,,,16,13.8,4.7,,D
ME,2010,5/10/2010,0-2,1,4.6,1.9,4.5,5.2,3.2,4.4,J,D
ME,2010,5/10/2010,0-2,2,,,,5.5,3.6,4,,D
ME,2010,5/10/2010,0-8,1,4.2,1.9,3.8,5.4,3.4,4.2,J,D
WI,2010,5/12/2010,0-1,1,4.4,1.4,4.9,8.7,7,3.6,J,D
WI,2010,5/12/2010,0-2,1,5.7,3.3,4,9.1,6.7,5,J,D
WI,2010,5/12/2010,0-2,2,,,,10.1,7.4,5.6,,D
MO,2010,5/13/2010,0-2,1,1,0.4,1,1.5,1,1.1,J,D
MO,2010,5/13/2010,0-2,2,,,,1.1,0.7,0.8,,D
MO,2010,5/13/2010,0-8,1,1.4,0.8,1,1.3,0.8,1,J,D
FI,2010,5/14/2010,0-2,1,10.7,8.2,3.7,14.8,13.4,2.9,J,D
FI,2010,5/14/2010,0-2,2,,,,9.9,8.9,2.1,,D
